_id,id,symbol,name,platforms
8951,quotient,xqn,Quotient,None
8952,quras-token,xqc,Quras,0x70da48f4b7e83c386ef983d4cef4e58c2c09d8ac
8953,r34p,r34p,R34P,0xcaeaf8381d4b20b43afa42061d6f80319a8881f6
8954,rabbit2023,rabbit,Rabbit2023,0x706f280cdb92260fe2d50eda545f834ff1fbfd35
8955,rabbit-finance,rabbit,Rabbit Finance,None
8956,rabbit-halloween,rh31,Rabbit Halloween,None
8957,rabbitswap,rabbit,RabbitSwap,None
8958,rabona,ra,Rabona,None
8959,rac,rac,RAC,0xc22b30e4cce6b78aaaadae91e44e73593929a3e9
8960,racefi,racefi,RaceFi,None
8961,race-kingdom,atoz,Race Kingdom,None
8962,racex,racex,RaceX,None
8963,racing-club-fan-token,racing,Racing Club Fan Token,None
8964,racoon,rac,Racøøn,None
8965,rad,rad,RAD,None
8966,radar,radar,Radar,0xf9fbe825bfb2bf3e387af0dc18cac8d87f29dea8
8967,radial-finance,rdl,Radial Finance,None
8968,radiant,rxd,Radiant,None
8969,radiant-capital,rdnt,Radiant Capital,None
8970,radicle,rad,Radicle,0x31c8eacbffdd875c74b94b077895bd78cf1e64a3
8971,radio-caca,raca,Radio Caca,0x12bb890508c125661e03b09ec06e404bc9289040
8972,radio-hero,raho,Radio Hero,None
8973,radioreum,theradio,Radioreum,0xaa2ded323944b25c0b6f1f891bc96f010b65622c
8974,radioshack,radio,RadioShack,0x7a5d3a9dcd33cb8d527f7b5f96eb4fef43d55636
8975,radium,val,Validity,None
8976,radix,xrd,Radix,None
8977,rae-token,rae,Receive Access Ecosystem,0xe5a3229ccb22b6484594973a03a3851dcd948756
8978,rafflet,raf,Rafflet,None
8979,rage-fan,rage,Rage.Fan,0x94804dc4948184ffd7355f62ccbb221c9765886f
8980,raggiecoin,rag,RaggieCoin,None
8981,rai,rai,Rai Reflex Index,0x03ab458634910aad20ef5f1c8ee96f1d6ac54919
8982,raicoin,rai,Raicoin,None
8983,raiden-network,rdn,Raiden Network,0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6
8984,raider-aurum,aurum,Raider Aurum,None
8985,raid-token,raid,Raid,0x154e35c2b0024b3e079c5c5e4fc31c979c189ccb
8986,rai-finance,sofi,RAI Finance,0xb49fa25978abf9a248b8212ab4b87277682301c0
8987,railgun,rail,Railgun,0xe76c6c83af64e4c60245d8c7de953df673a7a33d
8988,rail-polygon,railpoly,Rail Polygon,None
8989,rainbowtoken,rainbowtoken,RainbowToken,None
8990,rainbow-token,rnbw,HaloDAO,0xe94b97b6b43639e238c851a7e693f50033efd75c
8991,rainbow-token-2,rbw,Crypto Unicorns Rainbow,None
8992,rainicorn,raini,Rainicorn,0xeb953eda0dc65e3246f43dc8fa13f35623bdd5ed
8993,rainmaker-games,rain,Rainmaker Games,0x71fc1f555a39e0b698653ab0b475488ec3c34d57
8994,rainspirit,rainspirit,rainSPIRIT,None
8995,rake-finance,rak,Rake Finance,0xa8b0f154a688c22142e361707df64277e0a0be66
8996,rally-2,rly,Rally,0xf1f955016ecbcd7321c7266bccfb96c68ea5e49b
8997,rally-solana,srly,Rally (Solana),None
8998,ramenswap,ramen,RamenSwap,None
8999,ramestta,rama,Ramestta,None
9000,ramifi,ram,Ramifi Protocol,None
9001,ramp,ramp,RAMP [OLD],0x33d0568941c0c64ff7e0fb4fba0b11bd37deed9f
9002,ranbased,ranb,RANBASED,None
9003,random,rndm,Random,None
9004,rangers-fan-token,rft,Rangers Fan Token,None
9005,rangers-protocol-gas,rpg,Rangers Protocol,0x0e5c8c387c5eba2ecbc137ad012aed5fe729e251
9006,rankerdao,ranker,RankerDao,0x6431fa4b812a2dcc062a38cb55cc7d18135adead
9007,ran-x-crypto,rxc,Ran x Crypto,None
9008,rapids,rpd,Rapids,None
9009,rapidz,rpzx,Rapidz,0x68350d30d9f58c81aaaa41929f1bfc52fff4ea49
9010,raptoreum,rtm,Raptoreum,None
9011,raptor-finance-2,rptr,Raptor Finance,None
9012,rare,rare,Rare,0x81b1bfd6cb9ad42db395c2a27f73d4dcf5777e2d
9013,rare-ball-shares,rbp,Rare Ball Potion,None
9014,rare-fnd,fnd,Rare FND,None
9015,raresama,poop,Raresama,None
9016,rarible,rari,Rarible,0xfca59cd816ab1ead66534d82bc21e7515ce441cf
9017,rari-governance-token,rgt,Rari Governance,0xd291e7a03283640fdc51b121ac401383a46cc623
9018,rasko,rasko,rASKO,None
9019,rasta-finance,rasta,Rasta Finance,None
9020,ratboy-bsc,wentxn,RatBoy BSC,None
9021,rate3,rte,Rate3,0x436f0f3a982074c4a05084485d421466a994fe53
9022,ratecoin,xra,Ratecoin,None
9023,ratio-finance,ratio,Ratio Protocol,None
9024,ratio-stable-coin,usdr,Ratio Stable Coin,None
9025,ratscoin,rats,Ratscoin,None
9026,ratscoin-team-dao,ratsdao,Ratscoin Team Dao,None
9027,ravelin-finance,rav,Ravelin Finance,None
9028,ravencoin,rvn,Ravencoin,None
9029,ravencoin-classic,rvc,Ravencoin Classic,None
9030,raven-dark,xrd,Raven Dark,None
9031,ravendex,rave,Ravendex,None
9032,ravenmoon,rvm,RavenMoon,None
9033,raven-protocol,raven,Raven Protocol,None
9034,rax,rax,RAX,None
9035,raydium,ray,Raydium,None
9036,ray-network,xray,Ray Network,None
9037,rays,rays,RAYS,None
9038,raze-network,raze,Raze Network,0x5eaa69b29f99c84fe5de8200340b4e9b4ab38eac
9039,razor-network,razor,Razor Network,0x50de6856358cc35f3a9a57eaaa34bd4cb707d2cd
9040,rbxsamurai,rbxs,RBXSamurai,0xa9639160481b625ba43677be753e0a70bf58c647
9041,rbx-token,rbx,RBX,0x8254e26e453eb5abd29b3c37ac9e8da32e5d3299
9042,rccc,rccc,RCCC,0x33bfd20660eeaf952e8d5bc3236e1918701f17d0
9043,rc-celta-de-vigo-fan-token,cft,RC Celta de Vigo Fan Token,None
9044,rcd-espanyol-fan-token,enft,RCD Espanyol Fan Token,None
9045,rchain,rev,RChain,None
9046,reach-dao,$read,Reach DAO,None
9047,readfi,rdf,ReadFi,None
9048,readon,read,ReadON,None
9049,realfevr,fevr,RealFevr,0x9fb83c0635de2e815fd1c21b3a292277540c2e8d
9050,realfinance-network,refi,Realfinance Network,None
9051,realio-network,rio,Realio,0xf21661d0d1d76d3ecb8e1b9f1c923dbfffae4097
9052,realital-metaverse,reta,Realital Metaverse,None
9053,reallink,real,RealLink,None
9054,realliq,rlq,Realliq,None
9055,realm,realm,Realm,0x464fdb8affc9bac185a7393fd4298137866dcfb8
9056,realmoneyworld,rmw,RealMoneyWorld,None
9057,realms-of-ethernity,reth,Realms of Ethernity,None
9058,realms-of-ruby,ruby,Realms of Ruby,None
9059,real-realm,real,Real Realm,None
9060,realtract,ret,RealTract,0xd7394087e1dbbe477fe4f1cf373b9ac9459565ff
9061,real-usd,usdr,Real USD,None
9062,realy-metaverse,real,Realy Metaverse,None
9063,reapchain,reap,ReapChain,0x1fc5ef0337aea85c5f9198853a6e3a579a7a6987
9064,reaper-token,reaper,Reaper,None
9065,rebase-aggregator-capital,$react,Rebase Aggregator Capital,None
9066,rebel-bots,rbls,Rebel Bots,None
9067,rebellion-dao,reb,Rebellion DAO,None
9068,rebellion-protocol,rebl,Rebellion Protocol,None
9069,rebeltradertoken,rtt,RebelTrader,None
9070,rebit,keyt,Rebit,0xce13abce0db5a8224616ef24d3979d466f19cf90
9071,reborn,rb,REBorn,None
9072,rebus,rebus,Rebus,None
9073,recast1,r1,Recast1,None
9074,recession-coin,econ,Recession Coin,None
9075,recharge,rcg,Recharge,0xe74be071f3b62f6a4ac23ca68e5e2a39797a3c30
9076,recharge-finance,r3fi,Recharge Finance,0x13572851103bed49ff743af4c4bb5ace88b22e2f
9077,recovery-right-token,rrt,Recovery Right,None
9078,recycle-x,rcx,Recycle-X,None
9079,recycling-cyc,cyc,Recycling CYC,None
9080,red,red,Red,0x76960dccd5a1fe799f7c29be9f19ceb4627aeb2f
9081,redacted,btrfly,Redacted,0xc55126051b22ebb829d00368f4b12bde432de5da
9082,redacted-money,red,Redacted Money,None
9083,redancoin,redan,REDANCOIN,None
9084,reddcoin,rdd,Reddcoin,None
9085,red-falcon,rfn,Red Falcon,None
9086,redfeg,redfeg,RedFeg,None
9087,redfireants,rants,redFireAnts,None
9088,redfox-labs-2,rfox,RFOX,0xa1d6df714f91debf4e0802a542e13067f31b8262
9089,redi,redi,REDi,None
9090,red-kishu,redkishu,Red Kishu,None
9091,redlight-chain,redlc,Redlight Chain,None
9092,redlight-node-district,playmates,Redlight Node District,None
9093,redluna,redluna,Redluna,None
9094,redmars,rmars,REDMARS,None
9095,redpanda-earth-v2,redpanda,RedPanda Earth V2,0x9ba4cbcbb920f67f54a8f8f0001d721e0b8944b9
9096,red-pill,rpp,Red Pill,None
9097,redpill-2,rpill,RedPill,0xb8d313068891137952e7dff19d8afaa64dbc6fcb
9098,red-pulse,phb,Phoenix Global [OLD],None
9099,redstone,redstone,RedStone,None
9100,red-token,red,RED TOKEN,0xc744df3419a8c9bd4d6b9852a503eb1c5308a326
9101,redux-protocol,rdx,Redux Protocol,0xd8c4ef2d99c9f962180008418a5665fcc4b99ecd
9102,reef,reef,Reef,0xfe3e6a25e6b192a42a44ecddcd13796471735acf
9103,refereum,rfr,Refereum,0xd0929d411954c47438dc1d871dd6081f5c5e149c
9104,ref-finance,ref,Ref Finance,None
9105,refi,refi,Reimagined Finance,0xa808b22ffd2c472ad1278088f16d4010e6a54d5f
9106,refinable,fine,Refinable,None
9107,reflect-finance,rfi,reflect.finance,0xa1afffe3f4d611d252010e3eaf6f4d77088b0cd7
9108,reflecto,rto,Reflecto,None
9109,reflecto-usd,rusd,Reflecto USD,None
9110,reflex,rfx,Reflex,0x159a1dfae19057de57dfffcbb3da1ae784678965
9111,reflexer-ungovernance-token,flx,Reflexer Ungovernance,0x6243d8cea23066d098a15582d81a598b4e8391f4
9112,reflex-finance-v2,reflex,Reflex Finance V2,None
9113,reforestation-mahogany,rmog,Reforestation Mahogany,None
9114,reftoken,ref,Ref,0x89303500a7abfb178b274fd89f2469c264951e1f
9115,refugees-token,$rfg,Refugees,None
9116,regen,regen,Regen,None
9117,regularpresale,regu,RegularPresale,None
9118,rei-network,rei,REI Network,None
9119,relaxable,relax,Relaxable,0x801de502c493aa9d3f9f79a0348fbc00521b3001
9120,relay-token,relay,Relay Chain,0x5d843fa9495d23de997c394296ac7b4d721e841c
9121,release-ico-project,rel,RELEASE,0x61bfc979ea8160ede9b862798b7833a97bafa02a
9122,relevant,rel,Relevant,0xb6c4267c4877bb0d6b1685cfd85b0fbe82f105ec
9123,relic,relic,Relic,0x77132bb08b02a7a87732ec289efab45edf49884f
9124,relictumpro-genesis-token,gtn,RelictumPro Genesis Token,None
9125,relite-finance,reli,Relite Finance,0x0e58ed58e150dba5fd8e5d4a49f54c7e1e880124
9126,reltime,rtc,Reltime,None
9127,rematicegc,rmtx,RematicEGC,None
9128,remex,rmx,RemeX,None
9129,remi,remi,REMI,None
9130,remme,rem,Remme,0x83984d6142934bb535793a82adb0a46ef0f66b6d
9131,rena-finance,rena,RENA Finance,0x56de8bc61346321d4f2211e3ac3c0a7f00db9b76
9132,renbch,renbch,renBCH,0x459086f2376525bdceba5bdda135e4e9d3fef5bf
9133,renbtc,renbtc,renBTC,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d
9134,render-token,rndr,Render,0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24
9135,rendoge,rendoge,renDOGE,0x3832d2f059e55934220881f831be501d180671a7
9136,renewable-energy,ret,Renewable Energy,None
9137,renfil,renfil,renFIL,0xd5147bc8e386d91cc5dbe72099dac6c9b99276f5
9138,rens,rens,Rens,None
9139,rentberry,berry,Rentberry,0x6aeb95f06cda84ca345c2de0f3b7f96923a44f4c
9140,rentible,rnb,Rentible,0x2a039b1d9bbdccbb91be28691b730ca893e5e743
9141,renzec,renzec,renZEC,0x1c5db575e2ff833e46a2e9864c22f4b22e0b37c2
9142,repo,repo,Repo Coin,None
9143,represent,rpt,Represent,None
9144,reptilian,rptc,Reptilian,0x3b08c03fa8278cf81b9043b228183760376fcdbb
9145,republic-credits,rpc,Republic Credits,None
9146,republic-protocol,ren,REN,0x408e41876cccdc0f92210600ef50372656052a38
9147,request-network,req,Request,0x8f8221afbb33998d8584a2b05749ba73c37a938a
9148,researchcoin,rsc,ResearchCoin,0xd101dcc414f310268c37eeb4cd376ccfa507f571
9149,reserve,rsv,Reserve,0x196f4727526ea7fb1e17b2071b3d8eaa38486988
9150,reserve-rights-token,rsr,Reserve Rights,0x320623b8e4ff03373931769a31fc52a4e78b5d70
9151,resfinex-token,res,Resfinex Token,0x0a9f693fce6f00a51a8e0db4351b5a8078b4242e
9152,resource-protocol,source,ReSource Protocol,0x7118057ff0f4fd0994fb9d2d94de8231d5cca79e
9153,restore-truth-token,rtt,Restore Truth,None
9154,retawars-goldrose-token,grt,Retawars GoldRose Token,None
9155,retawatch,rtw,RETAWATCH,None
9156,reth,reth,rETH,0x9559aaa82d9649c7a7b220e7c461d2e74c9a3593
9157,reth2,reth2,rETH2,0x20bc832ca081b91433ff6c17f85701b6e92486c5
9158,retire-token,retire,Retire,None
9159,retrocade,rc,RetroCade,None
9160,retromoon,retro,Retromoon,None
9161,retsuko,suko,Retsuko,0x46be62d1fc217063c1bf1f35d788690cec7a60ca
9162,rev3al,rev3l,REV3AL,None
9163,revain,rev,Revain,0x2ef52ed7de8c5ce03a4ef0efbe9b7450f2d7edc9
9164,revault-network,reva,Revault Network,None
9165,revenant,gamefi,Revenant,None
9166,revenue-coin,rvc,Revenue Coin,None
9167,reverse,rvrs,Reverse,None
9168,revest-finance,rvst,Revest Finance,0x120a3879da835a5af037bb2d1456bebd6b54d4ba
9169,revival,rvl,REVIVAL,None
9170,revivalx,rvlx,RevivalX,None
9171,revive,rve,Revive,None
9172,revoland,revo,Revoland,None
9173,revolotto,rvl,Revolotto,None
9174,revolt,revt,Revolt,None
9175,revolt-2-earn,rvlt,Revolt 2 Earn,None
9176,revolutiongames,rvlng,RevolutionGames,None
9177,revolution-populi,rvp,Revolution Populi,0x17ef75aa22dd5f6c2763b8304ab24f40ee54d48a
9178,revoluzion,rvz,Revoluzion,None
9179,revolve-games,rpg,Revolve Games,None
9180,revomon,revo,Revomon,0x155040625d7ae3e9cada9a73e3e44f76d3ed1409
9181,revuto,revu,Revuto,None
9182,revv,revv,REVV,0x557b933a7c2c45672b610f8954a3deb39a51a8ca
9183,reward-cycle,rc,Reward Cycle,None
9184,reward-cycle-2,rc2,Reward Cycle 2,None
9185,rewardeum,reum,Rewardeum,None
9186,reward-hunters-token,rht,Reward Hunters,None
9187,rewardiqa,rew,Rewardiqa,0x3ffffa8f3cc943e43f9f17a83cbb18f4bbb9f4ac
9188,rewardscoin,rwsc,RewardsCoin,None
9189,rewards-token,rewards,Rewards Token,None
9190,re-water,wtr,re:water,None
9191,rex-token,xrx,Rex,None
9192,rfust,rfust,rfUST,None
9193,rhegic2,rhegic2,rHEGIC2,0xad7ca17e23f13982796d27d1e6406366def6ee5f
9194,rhinofi,dvf,Rhino.fi,0xdddddd4301a082e62e84e43f474f044423921918
9195,rhinos-finance,rho,Rhinos Finance,None
9196,rho-token,rho,Rho,0x3f3cd642e81d030d7b514a2ab5e3a5536beb90ec
9197,rhythm,rhythm,Rhythm,None
9198,ribbit,ribt,Ribbit,None
9199,ribbon-finance,rbn,Ribbon Finance,0x6123b0049f904d730db3c36a31167d9d4121fa6b
9200,rice,rice,Rice,None
9201,riceswap,rice,RiceSwap,None
9202,rice-wallet,rice,Rice Wallet,0xa64c3a85ddc4cd351eeb7aecebc6a44a64a76392
9203,rich,rch,Rich,None
9204,richcity,rich,RichCity,None
9205,richie,rich,Richie 2.0,None
9206,richierich-coin,rich,RichieRich Coin,None
9207,richochet,ric,Ricochet,None
9208,richquack,quack,Rich Quack,None
9209,rich-santa,santa,Rich Santa,None
9210,richverse,riv,Richverse,0xca5e32d44f1744001b5600dc2f5f5e0bbb6e9d3e
9211,rickmortydoxx,rickmortydoxx,RickMortyDoxx,0x5d29011d843b0b1760c43e10d66f302174bccd1a
9212,ricnatum,rcnt,Ricnatum,None
9213,ride2earn,rdn,Ride2Earn,None
9214,ride_finance,rides,Rides Finance,None
9215,ride-my-car,ride,Ride My Car,None
9216,ridge,ridge,Ridge,0x64609a845ad463d07ee51e91a88d1461c3dc3165
9217,ridotto,rdt,Ridotto,0x4740735aa98dc8aa232bd049f8f0210458e7fca3
9218,riecoin,ric,Riecoin,None
9219,rifi-united,ru,RIFI United,None
9220,rif-token,rif,RSK Infrastructure Framework,None
9221,rigel-finance,rigel,Rigel Finance,0x4ca0654f4fc1025cf1a17b7459c20ac0479522ad
9222,rigel-protocol,rgp,Rigel Protocol,0x4af5ff1a60a6ef6c7c8f9c4e304cd9051fca3ec0
9223,rigoblock,grg,RigoBlock,0x4fbb350052bca5417566f188eb2ebce5b19bc964
9224,rijent-coin,rtc,Rijent Coin,None
9225,rikkei-finance,rifi,Rikkei Finance,0xc8ef1460277ea47d179dec66d1c5f8b7f7ae5a28
9226,rimaunangis,rxt,RIMAUNANGIS,None
9227,rin-finance-coin,rifico,Rin Finance Coin,None
9228,ring,ring,Ring,None
9229,ring-financial,ring,RING Financial,None
9230,rio-defi,rfuel,RioDeFi,0xaf9f549774ecedbd0966c52f250acc548d3f36e5
9231,riot-racers,riot,Riot Racers,0xf56408077487cb879c992909c5b5c66d68c02eb4
9232,ripae,pae,Ripae,None
9233,ripae-avax,pavax,Ripae AVAX,None
9234,ripae-pbnb,pbnb,Ripae pBNB,None
9235,ripae-pmatic,pmatic,Ripae pMATIC,None
9236,ripio-coin,rpc,Ripio Coin,0xed025a9fe4b30bcd68460bca42583090c2266468
9237,ripio-credit-network,rcn,Ripio Credit Network,0xf970b8e36e23f7fc3fd752eea86f8be8d83375a6
9238,ripple,xrp,XRP,None
9239,ripple-alpha,xla,Ripple Alpha,None
9240,rise,rise,Rise,None
9241,risecoin,rsc,Risecoin,None
9242,risehero,rise,RiseHero,None
9243,rise-of-defenders,rdr,Rise of Defenders,None
9244,rise-of-elves,roe,Rise of Elves,None
9245,rise-of-empire,roemp,Rise Of Empire,None
9246,rise-of-nebula,ron,Rise Of Nebula,None
9247,riseupv2,riv2,RiseUpV2,None
9248,risu,risu,Risu,0xcb3c5438dae9fe30b18ea53da3dab0e7dcaa0e4b
9249,risuchainswap,rcs,RisuChainSwap,None
9250,ritestream,rite,ritestream,None
9251,rito,rito,Rito,None
9252,ri-token,ri,Xiotri RI,0x37e808f084101f75783612407e7c3f5f92d8ee3f
9253,riverboat,rib,RiverBoat,None
9254,rizen-coin,rzn,Rizen Coin (Old),0xd8c82fbc4d8ed0644a7ec04cf973e84c6153c1d7
9255,rizespor-token,rize,Rizespor Token,0xf5bb30ebc95dca53e3320eb05d3d1bcab806b9bf
9256,rizon,atolo,RIZON,None
9257,rloop,rloop,rLoop,None
9258,rmrk,rmrk,RMRK,0x471ea49dd8e60e697f4cac262b5fafcc307506e4
9259,road,road,ROAD,None
9260,roar-token,roar,SOL Tigers Roar,None
9261,roarts,roar,RoArts,None
9262,robinos,rbn,Robinos,None
9263,robocock-ultra-world,gken,Robocock Ultra World,None
9264,robodoge-coin,robodoge,RoboDoge Coin,None
9265,robofi-token,vics,RoboFi,None
9266,robo-inu-finance,rbif,Robo Inu Finance,0x7b32e70e8d73ac87c1b342e063528b2930b15ceb
9267,robonomics-network,xrt,Robonomics Network,0x7de91b204c1c737bcee6f000aaa6569cf7061cb7
9268,robonomics-web-services,rws,Robonomics Web Services,0x08ad83d779bdf2bbe1ad9cc0f78aa0d24ab97802
9269,roboots,rbo,Roboots,None
9270,robot,robot,Robot,0xfb5453340c03db5ade474b27e68b6a9c6b2823eb
9271,robotina,rox,Robotina,0x574f84108a98c575794f75483d801d1d5dc861a5
9272,robo-token,robo,Robo,0x6fc2f1044a3b9bb3e43a43ec8f840843ed753061
9273,robot-warriors,metabot,Robot Warriors,None
9274,robust-token,rbt,Robust,None
9275,rocket-bunny,bunny,Rocket Bunny,0x3ea50b7ef6a7eaf7e966e2cb72b519c16557497c
9276,rocketbusd,rocketbusd,RocketBUSD,None
9277,rocketcoin-2,rocket,RocketCoin,None
9278,rocketdoge,rd,RocketDoge,None
9279,rocketfi,rocketfi,RocketFi,None
9280,rocket-global-coin,rckc,Rocket Global Coin,None
9281,rocket-pool,rpl,Rocket Pool,0xd33526068d116ce69f19a9ee46f0bd304f21a51f
9282,rocket-pool-eth,reth,Rocket Pool ETH,0xae78736cd615f374d3085123a210448e74fc6393
9283,rocket-raccoon,roc,Rocket Raccoon,None
9284,rocket-raccoon-v2,roc,Rocket Raccoon V2,None
9285,rocketverse,rkv,RocketVerse,None
9286,rocket-video,rvt,Rocket Video,None
9287,rocketx,rvf,RocketX exchange,0xdc8af07a7861bedd104b8093ae3e9376fc8596d2
9288,rocki,rocki,Rocki,0xff44b937788215eca197baaf9af69dbdc214aa04
9289,rock-n-rain-coin,rnrc,Rock N Rain Coin,None
9290,rocks-idle-game,rocks,Rocks Idle Game,None
9291,rocky-inu,rocky,Rocky Inu,None
9292,roco-finance,roco,Roco Finance,None
9293,rodeo-coin,rodeo,Rodeo Coin,None
9294,roge,roge,Rogue Doge,0x45734927fa2f616fbe19e65f42a0ef3d37d1c80a
9295,rogin-ai,rog,ROGin AI,0x5d43b66da68706d39f6c97f7f1415615672b446b
9296,rogue-coin,rogue,Rogue Coin,None
9297,roi,roi,5ROI,None
9298,roima-inc,rmai,ROIMA INC,None
9299,rolaz-gold,rgld,Rolaz Gold,None
9300,rollbit-coin,rlb,Rollbit Coin,None
9301,rollium,rlm,MarbleVerse,None
9302,rome,rome,Rome,None
9303,rond,rond,ROND,None
9304,ronin,ron,Ronin,None
9305,ronpaulcoin,rpc,RonPaulCoin,None
9306,roobee,roobee,Roobee,0xa31b1767e09f842ecfd4bc471fe44f830e3891aa
9307,rook,rook,Rook,0xfa5047c9c78b8877af97bdcb85db743fd7313d4a
9308,rooster-battle,rice,Rooster Battle,None
9309,root,root,Root,0x77700005bea4de0a78b956517f099260c2ca9a26
9310,rootkit,root,Rootkit,0xcb5f72d37685c3d5ad0bb5f982443bc8fcdf570e
9311,rootstock,rbtc,Rootstock RSK,None
9312,rope,$rope,Rope,0x9d47894f8becb68b9cf3428d256311affe8b068b
9313,rope-token,rope,Rope Token,None
9314,ror-universe,ror,ROR Universe,None
9315,rose,rose,Rose,None
9316,roseon-finance,rosn,Roseon Finance,None
9317,rotharium,rth,Rotharium,0x3fd8f39a962efda04956981c31ab89fab5fb8bc8
9318,rotten,rot,Rotten,0xd04785c4d8195e4a54d9dec3a9043872875ae9e2
9319,round-dollar,rd,Round Dollar,None
9320,roundrobin-protocol-token,rrt,RoundRobin Protocol,None
9321,round-x,rndx,Round X,None
9322,roush-fenway-racing-fan-token,roush,Roush Fenway Racing Fan Token,None
9323,route,route,Router Protocol,0x16eccfdbb4ee1a85a33f3a9b21175cd7ae753db4
9324,rover-inu,rover,Rover Inu,None
9325,rowan-coin,rwn,Rowan Coin,None
9326,roxe,roc,Roxe,None
9327,royale,roya,Royale,0x7eaf9c89037e4814dc0d9952ac7f888c784548db
9328,royal-gold,rgold,Royal Gold,None
9329,royal-protocol,roy,Royal Protocol,None
9330,royal-smart-future-token,rsft,ROYAL SMART FUTURE TOKEN,0x78223d31298107f3e310b09797b07967832046a6
9331,rps-league,rps,Rps League,None
9332,rss3,rss3,RSS3,0xc98d64da73a6616c42117b582e832812e7b8d57f
9333,rubic,rbc,Rubic,0x3330bfb7332ca23cd071631837dc289b09c33333
9334,rubidium,rbd,Rubidium,None
9335,rubix,rbt,Rubix,None
9336,rublix,rblx,Rublix,0xfc2c4d8f95002c14ed0a7aa65102cac9e5953b5e
9337,ruby,ruby,RUBY,None
9338,ruby-currency,rbc,Ruby Currency,None
9339,ruby-play-network,ruby,Ruby Play Network,None
9340,ruff,ruff,Ruff,0xf278c1ca969095ffddded020290cf8b5c424ace2
9341,r-u-generous,rug,R U Generous,None
9342,rugpull-prevention,rugpull,Rugpull Prevention,None
9343,rug-radio,rug,RUG RADIO,None
9344,rugzombie,zmbe,RugZombie,None
9345,ruler-protocol,ruler,Ruler Protocol,0x2aeccb42482cc64e087b6d2e5da39f5a7a7001f8
9346,run,run,Run,None
9347,runblox,rux,RunBlox,None
9348,run-burn,rbt,Run&Burn,None
9349,rune,rune,Rune,None
9350,runearner,runearn,RunEarner,None
9351,rune-shards,rxs,Rune Shards,None
9352,runner-land,rltv2,RLTv2,None
9353,run-together,run,Run Together,None
9354,rupee,rup,Rupee,None
9355,rupiah-token,idrt,Rupiah Token,0x998ffe1e43facffb941dc337dd0468d52ba5b48a
9356,rusd,rusd,rUSD,None
9357,rushcoin,rush,RushCoin,0x382a1667c9062f0621362f49076ef6e4fe4c9ec7
9358,rutheneum,rth,Rutheneum,None
9359,ruufcoin,ruuf,RuufCoin,None
9360,ruyi,ruyi,Ruyi,None
9361,rxcdnatoken,dna,RxcDna,None
9362,rxcgames,rxcg,RXCGames,None
9363,ryi-unity,ryiu,RYI Unity,None
9364,ryo,ryo,Ryo Currency,None
9365,ryoma,ryoma,Ryoma,None
9366,ryoshis-vision,ryoshi,Ryoshis Vision,0x777e2ae845272a2f540ebf6a3d03734a5a8f618e
9367,ryoshi-token,ryoshi,Ryoshi,None
9368,s4fe,s4f,S4FE,0xaec7d1069e3a914a3eb50f0bfb1796751f2ce48a
9369,sabaka-inu,sabaka inu,Sabaka Inu,None
9370,saber,sbr,Saber,None
9371,sacred-tails,st,Sacred Tails,None
9372,sadbaby-2,sdby,Sadbaby,None
9373,saddle-finance,sdl,Saddle Finance,0xf1dc500fde233a4055e25e5bbf516372bc4f6871
9374,safcoin,saf,SafCoin,None
9375,safe,safe,Safe Token,0x5afe3855358e112b5647b952709e6165e1c1eeee
9376,safe-anwang,safe,SAFE(AnWang),None
9377,safe-baby-shiba,sbsh,Safe Baby Shiba,None
9378,safebank,safebank,SafeBank,None
9379,safebank-token,sbank,SafeBank BSC,None
9380,safebitcoin,safebtc,SafeBitcoin,0x62d693fe5c13b5a5b24c9ec3f423e51c35f5624f
9381,safeblast,blast,SafeBlast,0x614d7f40701132e25fe6fc17801fbd34212d2eda
9382,safecapital,scap,SafeCapital,None
9383,safechaintoken,sct,Safechain,None
9384,safeclassic,safeclassic,SafeClassic,None
9385,safe-coin-2,safe,SafeCoin,None
9386,safecookie,safecookie,SafeCookie,None
9387,safe-deal,sfd,SafeDeal,None
9388,safedogecoin-v2,safedoge,SafeDogeCoin V2,None
9389,safedollar,sdo,SafeDollar,None
9390,safedollar-shares,sds,SafeDollar Shares,None
9391,safe-earn,safearn,Safe Earn,None
9392,safeearth,safeearth,SafeEarth,0xe6f1966d04cfcb9cd1b1dc4e8256d8b501b11cba
9393,safe-energy,energyx,Safe Energy,None
9394,safegem,gems,Safegem,None
9395,safehamsters,safehamsters,SafeHamsters,None
9396,safe-haven,sha,Safe Haven,0x40fed5691e547885cabd7a2990de719dcc8497fc
9397,safeinsure,sins,SafeInsure,None
9398,safelaunch,sfex,SafeLaunch,None
9399,safelcarus,safeicarus,SafeIcarus,None
9400,safemars,safemars,Safemars,None
9401,safemars-protocol,smars,Safemars Protocol,None
9402,safememe,sme,SafeMeme,None
9403,safemoney,safemoney,SafeMoney,None
9404,safemoneybsc,safemoney,SafeMoneyBSC,None
9405,safemoon,safemoon,SafeMoon [OLD],None
9406,safemoon-1996,sm96,Safemoon 1996,None
9407,safemoon-2,sfm,SafeMoon,None
9408,safemoon-inu,smi,SafeMoon Inu,0xcd7492db29e2ab436e819b249452ee1bbdf52214
